Package,File,Line,ClassName,ClassCC,HighestCC,metric
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,215,supportsWeightedData(),supportsWeightedData,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,221,clone(),clone,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,52,DReDNetSimple(),DReDNetSimple,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,63,DReDNetSimple(int...),DReDNetSimple,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,74,setHiddenSizes(int),setHiddenSizes,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,86,getHiddenSizes(),getHiddenSizes,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/DReDNetSimple.java,95,setBatchSize(int),setBatchSize,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,109,LVQ(DistanceMetric, int),LVQ,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,122,LVQ(DistanceMetric, int, double, int),LVQ,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,138,LVQ(DistanceMetric, int, double, int, LVQVersion, DecayRate),LVQ,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,158,LVQ(LVQ),LVQ,6,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,190,setMScale(double),setMScale,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,201,getMScale(),getMScale,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,215,setEpsilonDistance(double),setEpsilonDistance,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,229,getEpsilonDistance(),getEpsilonDistance,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,240,setLearningRate(double),setLearningRate,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,252,getLearningRate(),getLearningRate,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,262,setLearningDecay(DecayRate),setLearningDecay,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,271,getLearningDecay(),getLearningDecay,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,281,setIterations(int),setIterations,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,292,getIterations(),getIterations,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,307,setRepresentativesPerClass(int),setRepresentativesPerClass,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,31,78,35,10.462,wmc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,316,getRepresentativesPerClass(),getRepresentativesPerClass,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,326,setLVQMethod(LVQVersion),setLVQMethod,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,335,getLVQMethod(),getLVQMethod,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,344,setDistanceMetric(DistanceMetric),setDistanceMetric,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,353,getDistanceMetric(),getDistanceMetric,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,365,setStoppingDist(double),setStoppingDist,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,376,getStoppingDist(),getStoppingDist,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,385,setSeedSelection(SeedSelection),setSeedSelection,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,394,getSeedSelection(),getSeedSelection,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,431,setVecCollection(VectorCollection),setVecCollection,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,437,classify(DataPoint),classify,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,455,epsClose(double, double),epsClose,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,462,train(ClassificationDataSet, boolean),train,12735,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,462,train(ClassificationDataSet, boolean),train,28,method_cc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,462,train(ClassificationDataSet, boolean),train,92,ncss
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,462,train(ClassificationDataSet, boolean),train,92,ncss
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,607,supportsWeightedData(),supportsWeightedData,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQ.java,613,clone(),clone,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,101,LVQLLC(DistanceMetric, int, Classifier, double, int, LVQVersion, DecayRate),LVQLLC,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,107,LVQLLC(LVQLLC),LVQLLC,6,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,127,setLocalClassifier(Classifier),setLocalClassifier,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,136,getLocalClassifier(),getLocalClassifier,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,142,classify(DataPoint),classify,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,172,train(ClassificationDataSet, boolean),train,40,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,227,clone(),clone,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,58,LVQLLC(DistanceMetric, int),LVQLLC,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,69,LVQLLC(DistanceMetric, int, Classifier),LVQLLC,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/LVQLLC.java,84,LVQLLC(DistanceMetric, int, Classifier, double, int),LVQLLC,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,104,getRawWeight(),getRawWeight,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,110,getBias(),getBias,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,116,getRawWeight(int),getRawWeight,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,125,getBias(int),getBias,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,134,numWeightsVecs(),numWeightsVecs,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,140,clone(),clone,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,35,Perceptron(),Perceptron,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,47,Perceptron(double, int),Perceptron,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,56,classify(DataPoint),classify,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,65,getScore(DataPoint),getScore,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,71,setUp(CategoricalData, int, CategoricalData),setUp,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,80,update(DataPoint, double, int),update,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,90,output(DataPoint),output,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/Perceptron.java,98,supportsWeightedData(),supportsWeightedData,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,116,RBFNet(int),RBFNet,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,137,RBFNet(int, Phase1Learner, Phase2Learner, double, int, DistanceMetric, Classifier),RBFNet,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,166,RBFNet(int, Phase1Learner, Phase2Learner, double, int, DistanceMetric, Regressor),RBFNet,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,183,RBFNet(RBFNet),RBFNet,50,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,217,transform(DataPoint),transform,60,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,276,getCentroids(DataSet, int, DistanceMetric, boolean),getCentroids,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,297,getCentroids(DataSet, int, DistanceMetric, boolean),getCentroids,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,336,estimateBandwidths(double, int, DataSet, List, List, DistanceMetric, ExecutorService),estimateBandwidths,96,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,398,estimateBandwidths(double, int, DataSet, List, List, DistanceMetric, ExecutorService),estimateBandwidths,768,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,483,estimateBandwidths(double, int, DataSet, List, List, DistanceMetric, ExecutorService),estimateBandwidths,6,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,514,setAlpha(double),setAlpha,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,526,getAlpha(),getAlpha,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,536,guessAlpha(DataSet),guessAlpha,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,551,setP(int),setP,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,563,getP(),getP,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,573,guessP(DataSet),guessP,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,590,setNumCentroids(int),setNumCentroids,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,601,getNumCentroids(),getNumCentroids,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,611,guessNumCentroids(DataSet),guessNumCentroids,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,620,setDistanceMetric(DistanceMetric),setDistanceMetric,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,629,getDistanceMetric(),getDistanceMetric,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,640,setPhase1Learner(Phase1Learner),setPhase1Learner,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,650,getPhase1Learner(),getPhase1Learner,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,662,setPhase2Learner(Phase2Learner),setPhase2Learner,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,672,getPhase2Learner(),getPhase2Learner,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,686,setNormalize(boolean),setNormalize,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,69,63,19,15.333,wmc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,697,isNormalize(),isNormalize,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,703,classify(DataPoint),classify,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,709,train(ClassificationDataSet, boolean),train,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,732,supportsWeightedData(),supportsWeightedData,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,741,regress(DataPoint),regress,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,747,fit(DataSet),fit,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,758,train(RegressionDataSet, boolean),train,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,780,clone(),clone,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/RBFNet.java,99,RBFNet(),RBFNet,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,141,SGDNetworkTrainer(),SGDNetworkTrainer,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,151,SGDNetworkTrainer(SGDNetworkTrainer),SGDNetworkTrainer,12,method_cc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,151,SGDNetworkTrainer(SGDNetworkTrainer),SGDNetworkTrainer,350,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,202,setDropoutInput(double),setDropoutInput,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,214,getDropoutInput(),getDropoutInput,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,224,setDropoutHidden(double),setDropoutHidden,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,236,getDropoutHidden(),getDropoutHidden,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,245,setEtaDecay(DecayRate),setEtaDecay,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,254,getEtaDecay(),getEtaDecay,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,263,setEta(double),setEta,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,274,getEta(),getEta,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,283,setRegularizer(WeightRegularizer),setRegularizer,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,292,getRegularizer(),getRegularizer,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,303,setLayerSizes(int...),setLayerSizes,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,312,getLayerSizes(),getLayerSizes,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,322,setLayersActivation(List),setLayersActivation,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,332,setGradientUpdater(GradientUpdater),setGradientUpdater,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,341,getGradientUpdater(),getGradientUpdater,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,350,setWeightInit(WeightInitializer),setWeightInit,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,359,getWeightInit(),getWeightInit,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,368,setBiasInit(BiastInitializer),setBiasInit,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,377,getBiasInit(),getBiasInit,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,387,setup(),setup,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,41,109,95,16.856,wmc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,41,SGDNetworkTrainer,109,13,class_cc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,418,prepareForUpdating(),prepareForUpdating,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,453,finishUpdating(),finishUpdating,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,476,updateMiniBatch(List, List),updateMiniBatch,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,490,updateMiniBatch(List, List, ExecutorService),updateMiniBatch,13,method_cc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,490,updateMiniBatch(List, List, ExecutorService),updateMiniBatch,896,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,534,feedforward(Matrix, Matrix, Matrix, ExecutorService, Random),feedforward,11,method_cc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,534,feedforward(Matrix, Matrix, Matrix, ExecutorService, Random),feedforward,133,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,606,feedfoward(Vec),feedfoward,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,626,backpropagateError(Matrix, Matrix, List, List, double, ExecutorService, Matrix),backpropagateError,5,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,656,accumulateUpdates(Matrix, Matrix, Matrix, ExecutorService, List),accumulateUpdates,45,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,714,applyGradient(double),applyGradient,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,731,applyGradient(double, ExecutorService),applyGradient,12,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,778,applyDropout(Matrix, int, Random, ExecutorService),applyDropout,14,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SGDNetworkTrainer.java,820,clone(),clone,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,101,SOM(int, KernelFunction, double, DecayRate, DecayRate, DistanceMetric, int, int, VectorCollection),SOM,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,118,setMaxIterations(int),setMaxIterations,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,129,getMaxIterations(),getMaxIterations,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,138,setSomWidth(int),setSomWidth,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,149,setSomHeight(int),setSomHeight,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,160,getSomHeight(),getSomHeight,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,169,getSomWidth(),getSomWidth,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,180,setInitialLearningRate(double),setInitialLearningRate,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,191,getInitialLearningRate(),getInitialLearningRate,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,201,setLearningDecay(DecayRate),setLearningDecay,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,213,getLearningDecay(),getLearningDecay,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,224,setNeighborDecay(DecayRate),setNeighborDecay,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,237,getNeighborDecay(),getNeighborDecay,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,248,intitalizeWeights(int),intitalizeWeights,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,257,iterationStep(ExecutorService, int, DataSet, double, double, Vec, double),iterationStep,5,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,294,setUpVectorCollection(boolean),setUpVectorCollection,3,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,304,updateWeight(Vec, Vec, Vec, double),updateWeight,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,316,getBMU(Vec),getBMU,4,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,338,trainSOM(DataSet, boolean),trainSOM,1576,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,338,trainSOM(DataSet, boolean),trainSOM,16,method_cc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,34,78,45,21.014,wmc
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,487,classify(DataPoint),classify,2,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,495,train(ClassificationDataSet, boolean),train,9,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,529,supportsWeightedData(),supportsWeightedData,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,535,clone(),clone,24,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,73,SOM(int, int),SOM,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,84,SOM(DistanceMetric, int, int),SOM,1,npath
jsat.classifiers.neuralnetwork,/src/jsat/classifiers/neuralnetwork/SOM.java,96,SOM(DistanceMetric, int, int, VectorCollection),SOM,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,33,BackPropagationNetTest(),BackPropagationNetTest,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,38,setUpClass(),setUpClass,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,43,tearDownClass(),tearDownClass,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,48,setUp(),setUp,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,53,tearDown(),tearDown,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,61,testTrainC_ClassificationDataSet_ExecutorService(),testTrainC_ClassificationDataSet_ExecutorService,2,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/BackPropagationNetTest.java,81,testTrainC_ClassificationDataSet(),testTrainC_ClassificationDataSet,4,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,33,DReDNetSimpleTest(),DReDNetSimpleTest,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,38,setUpClass(),setUpClass,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,43,tearDownClass(),tearDownClass,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,48,setUp(),setUp,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,53,tearDown(),tearDown,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,61,testTrainC_ClassificationDataSet_ExecutorService(),testTrainC_ClassificationDataSet_ExecutorService,2,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/DReDNetSimpleTest.java,81,testTrainC_ClassificationDataSet(),testTrainC_ClassificationDataSet,4,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,108,testClone(),testClone,8,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,40,LVQLLCTest(),LVQLLCTest,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,45,setUpClass(),setUpClass,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,50,tearDownClass(),tearDownClass,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,55,setUp(),setUp,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,60,tearDown(),tearDown,1,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,65,testTrainC_ClassificationDataSet_ExecutorService(),testTrainC_ClassificationDataSet_ExecutorService,2,npath
jsat.classifiers.neuralnetwork,/test/jsat/classifiers/neuralnetwork/LVQLLCTest.java,87,testTrainC_ClassificationDataSet(),testTrainC_ClassificationDataSet,2,npath
